time,value,label
0,-5.0,0
1,-10.0,0
2,-13.0,0
3,-15.0,0
4,-17.0,0
5,-16.0,0
6,-15.0,0
7,-14.0,0
8,-13.0,0
9,-15.0,0
10,-17.0,0
11,-16.0,0
12,-15.0,0
13,-15.0,0
14,-15.0,0
15,-15.0,0
16,-15.0,0
17,-13.0,0
18,-11.0,0
19,-9.0,0
20,-7.0,0
21,-8.0,0
22,-9.0,0
23,-8.0,0
24,-7.0,0
25,-6.0,0
26,-6.0,0
27,-8.0,0
28,-9.0,0
29,-8.0,0
30,-8.0,0
31,-10.0,0
32,-11.0,0
33,-10.0,0
34,-9.0,0
35,-9.0,0
36,-9.0,0
37,-9.0,0
38,-10.0,0
39,-12.0,0
40,-13.0,0
41,-13.0,0
42,-12.0,0
43,-11.0,0
44,-10.0,0
45,-9.0,0
46,-9.0,0
47,-9.0,0
48,-12.0,0
49,-15.0,0
50,-14.0,0
51,-13.0,0
52,-12.0,0
53,-11.0,0
54,-9.0,0
55,-7.0,0
56,-7.0,0
57,-7.0,0
58,-7.0,0
59,-7.0,0
60,-8.0,0
61,-9.0,0
62,-7.0,0
63,-5.0,0
64,-5.0,0
65,-4.0,0
66,-1.0,0
67,1.0,0
68,1.0,0
69,2.0,0
70,6.0,0
71,5.0,0
72,2.0,0
73,0.0,0
74,-2.0,0
75,-4.0,0
76,-6.0,0
77,-9.0,0
78,-12.0,0
79,-13.0,0
80,-13.0,0
81,-14.0,0
82,-16.0,0
83,-17.0,0
84,-17.0,0
85,-19.0,0
86,-21.0,0
87,-21.0,0
88,-21.0,0
89,-18.0,0
90,-15.0,0
91,-15.0,0
92,-15.0,0
93,-17.0,0
94,-19.0,0
95,-18.0,0
96,-17.0,0
97,-19.0,0
98,-14.0,0
99,9.0,0
100,47.0,0
101,108.0,0
102,139.0,0
103,129.0,0
104,92.0,0
105,26.0,0
106,-38.0,0
107,-102.0,0
108,-118.0,0
109,-99.0,0
110,-77.0,0
111,-55.0,0
112,-40.0,0
113,-29.0,0
114,-25.0,0
115,-24.0,0
116,-22.0,0
117,-20.0,0
118,-19.0,0
119,-20.0,0
120,-18.0,0
121,-14.0,0
122,-13.0,0
123,-13.0,0
124,-13.0,0
125,-13.0,0
126,-14.0,0
127,-13.0,0
128,-13.0,0
129,-13.0,0
130,-12.0,0
131,-11.0,0
132,-9.0,0
133,-7.0,0
134,-7.0,0
135,-7.0,0
136,-6.0,0
137,-5.0,0
138,-5.0,0
139,-5.0,0
140,-3.0,0
141,0.0,0
142,4.0,0
143,7.0,0
144,5.0,0
145,3.0,0
146,4.0,0
147,6.0,0
148,9.0,0
149,12.0,0
150,15.0,0
151,17.0,0
152,17.0,0
153,19.0,0
154,23.0,0
155,27.0,0
156,30.0,0
157,34.0,0
158,38.0,0
159,41.0,0
160,44.0,0
161,45.0,0
162,46.0,0
163,47.0,0
164,47.0,0
165,46.0,0
166,44.0,0
167,40.0,0
168,37.0,0
169,35.0,0
170,33.0,0
171,29.0,0
172,25.0,0
173,20.0,0
174,14.0,0
175,8.0,0
176,3.0,0
177,1.0,0
178,-1.0,0
179,-2.0,0
180,-3.0,0
181,-5.0,0
182,-7.0,0
183,-9.0,0
184,-11.0,0
185,-12.0,0
186,-13.0,0
187,-13.0,0
188,-13.0,0
189,-14.0,0
190,-15.0,0
191,-15.0,0
192,-15.0,0
193,-15.0,0
194,-15.0,0
195,-14.0,0
196,-13.0,0
197,-12.0,0
198,-11.0,0
199,-11.0,0
200,-11.0,0
201,-10.0,0
202,-8.0,0
203,-6.0,0
204,-5.0,0
205,-5.0,0
206,-5.0,0
207,-5.0,0
208,-5.0,0
209,-5.0,0
210,-6.0,0
211,-7.0,0
212,-7.0,0
213,-7.0,0
214,-8.0,0
215,-9.0,0
216,-8.0,0
217,-7.0,0
218,-9.0,0
219,-11.0,0
220,-10.0,0
221,-9.0,0
222,-6.0,0
223,-3.0,0
224,-3.0,0
225,-3.0,0
226,-2.0,0
227,-1.0,0
228,-3.0,0
229,-4.0,0
230,1.0,0
231,3.0,0
232,3.0,0
233,2.0,0
234,0.0,0
235,-2.0,0
236,-4.0,0
237,-5.0,0
238,-6.0,0
239,-7.0,0
240,-8.0,0
241,-11.0,0
242,-14.0,0
243,-16.0,0
244,-18.0,0
245,-20.0,0
246,-22.0,0
247,-23.0,0
248,-24.0,0
249,-25.0,0
250,-25.0,0
251,-23.0,0
252,-23.0,0
253,-24.0,0
254,-25.0,0
255,-25.0,0
256,-25.0,0
257,-25.0,0
258,-25.0,0
259,-27.0,0
260,-29.0,0
